Summary Level	Geographic Component	State FIPS	Place FIPS	County FIPS	Tract	Zip	Block	Name	Latitude	Longitude
050	00	04		007				Gila County	33.714683	-110.977311
050	00	04		009				Graham County	32.865056	-109.816242
050	00	04		011				Greenlee County	33.068497	-109.273764
050	00	04		012				La Paz County	33.863604	-114.045079
050	00	04		013				Maricopa County	33.494514	-112.087906
050	00	04		015				Mohave County	35.285985	-114.082709
050	00	04		017				Navajo County	35.406314	-110.256683
050	00	04		019				Pima County	32.178410	-111.088624
050	00	04		021				Pinal County	32.965668	-111.498113
050	00	04		023				Santa Cruz County	31.481900	-110.905734
050	00	04		025				Yavapai County	34.650332	-112.414707
050	00	04		027				Yuma County	32.684752	-114.388951
050	00	05		001				Arkansas County	34.359997	-91.429413
050	00	05		003				Ashley County	33.185420	-91.785346
050	00	05		005				Baxter County	36.312200	-92.354317
050	00	05		007				Benton County	36.354146	-94.246822
050	00	05		009				Boone County	36.285221	-93.065891
050	00	05		011				Bradley County	33.520920	-92.141138
050	00	05		013				Calhoun County	33.595502	-92.510135
050	00	05		015				Carroll County	36.364131	-93.566034
050	00	05		017				Chicot County	33.309088	-91.309446
050	00	05		019				Clark County	34.068954	-93.157703
050	00	05		021				Clay County	36.364388	-90.400570
050	00	05		023				Cleburne County	35.535227	-92.060882
050	00	05		025				Cleveland County	33.904731	-92.216337
050	00	05		027				Columbia County	33.249422	-93.229778
050	00	05		029				Conway County	35.207694	-92.713984
050	00	05		031				Craighead County	35.828198	-90.631993
050	00	05		033				Crawford County	35.523127	-94.260230
050	00	05		035				Crittenden County	35.197701	-90.272800
050	00	05		037				Cross County	35.279599	-90.786115
050	00	05		039				Dallas County	33.938130	-92.608187
050	00	05		041				Desha County	33.789358	-91.350302
050	00	05		043				Drew County	33.600602	-91.735642
050	00	05		045				Faulkner County	35.119477	-92.379944
050	00	05		047				Franklin County	35.477580	-93.884506
050	00	05		049				Fulton County	36.355003	-91.729311
050	00	05		051				Garland County	34.545307	-93.075894
050	00	05		053				Grant County	34.311031	-92.450809
050	00	05		055				Greene County	36.098211	-90.513709
050	00	05		057				Hempstead County	33.717614	-93.647930
050	00	05		059				Hot Spring County	34.337450	-92.891238
050	00	05		061				Howard County	34.050292	-93.964857
050	00	05		063				Independence County	35.757476	-91.587049
050	00	05		065				Izard County	36.139475	-91.874963
050	00	05		067				Jackson County	35.613258	-91.227582
050	00	05		069				Jefferson County	34.243795	-91.987152
050	00	05		071				Johnson County	35.498657	-93.484633
050	00	05		073				Lafayette County	33.272263	-93.563116
050	00	05		075				Lawrence County	36.070597	-91.071214
050	00	05		077				Lee County	34.780126	-90.763960
050	00	05		079				Lincoln County	33.978821	-91.709049
050	00	05		081				Little River County	33.697284	-94.220589
050	00	05		083				Logan County	35.220758	-93.755313
050	00	05		085				Lonoke County	34.779050	-91.912157
050	00	05		087				Madison County	36.031137	-93.730452
050	00	05		089				Marion County	36.291289	-92.681404
050	00	05		091				Miller County	33.384684	-93.968079
050	00	05		093				Mississippi County	35.806751	-90.030415
050	00	05		095				Monroe County	34.732843	-91.207816
050	00	05		097				Montgomery County	34.559133	-93.643872
050	00	05		099				Nevada County	33.689358	-93.327444
050	00	05		101				Newton County	35.967765	-93.188458
050	00	05		103				Ouachita County	33.574007	-92.861447
050	00	05		105				Perry County	34.982668	-92.861630
050	00	05		107				Phillips County	34.468372	-90.761973
050	00	05		109				Pike County	34.177310	-93.656805
050	00	05		111				Poinsett County	35.587012	-90.603918
050	00	05		113				Polk County	34.485490	-94.253631
050	00	05		115				Pope County	35.330478	-93.084446
050	00	05		117				Prairie County	34.807983	-91.534077
050	00	05		119				Pulaski County	34.766541	-92.294471
050	00	05		121				Randolph County	36.315472	-90.988939
050	00	05		123				St. Francis County	35.015874	-90.708841
050	00	05		125				Saline County	34.616381	-92.636449
050	00	05		127				Scott County	34.880858	-94.089691
050	00	05		129				Searcy County	35.920954	-92.688268
050	00	05		131				Sebastian County	35.293916	-94.351769
050	00	05		133				Sevier County	34.016649	-94.262899
050	00	05		135				Sharp County	36.190062	-91.498459
050	00	05		137				Stone County	35.874106	-92.169912
050	00	05		139				Union County	33.207179	-92.612793
050	00	05		141				Van Buren County	35.565783	-92.414162
050	00	05		143				Washington County	36.051379	-94.198684
050	00	05		145				White County	35.250106	-91.730562
050	00	05		147				Woodruff County	35.196189	-91.244090
050	00	05		149				Yell County	35.038510	-93.362084
050	00	06		001				Alameda County	37.716662	-122.096151
050	00	06		003				Alpine County	38.632506	-119.888663
050	00	06		005				Amador County	38.428879	-120.715248
050	00	06		007				Butte County	39.648354	-121.646310
050	00	06		009				Calaveras County	38.167573	-120.557245
050	00	06		011				Colusa County	39.187495	-122.152389
050	00	06		013				Contra Costa County	37.942423	-122.060886
050	00	06		015				Del Norte County	41.735225	-124.113924
050	00	06		017				El Dorado County	38.768651	-120.571902
050	00	06		019				Fresno County	36.638374	-119.903470
050	00	06		021				Glenn County	39.630023	-122.291407
050	00	06		023				Humboldt County	40.747403	-123.988265
050	00	06		025				Imperial County	32.963098	-115.487593
050	00	06		027				Inyo County	36.709037	-117.693329
050	00	06		029				Kern County	35.296023	-118.683344
050	00	06		031				Kings County	36.155141	-119.811272
050	00	06		033				Lake County	39.023264	-122.751791
050	00	06		035				Lassen County	40.612365	-120.720234
050	00	06		037				Los Angeles County	34.088510	-118.234216
050	00	06		039				Madera County	37.035073	-120.032438
050	00	06		041				Marin County	37.985723	-122.575951
050	00	06		043				Mariposa County	37.595471	-120.003539
050	00	06		045				Mendocino County	39.363102	-123.430217
050	00	06		047				Merced County	37.245783	-120.674118
050	00	06		049				Modoc County	41.527360	-120.790625
050	00	06		051				Mono County	37.853807	-118.961375
050	00	06		053				Monterey County	36.450732	-121.528953
050	00	06		055				Napa County	38.353762	-122.332133
050	00	06		057				Nevada County	39.270775	-120.814268
050	00	06		059				Orange County	33.731518	-117.861663
050	00	06		061				Placer County	38.971576	-120.947618
050	00	06		063				Plumas County	40.020149	-120.851195
050	00	06		065				Riverside County	33.783307	-116.803605
050	00	06		067				Sacramento County	38.561106	-121.389266
050	00	06		069				San Benito County	36.745753	-121.288843
050	00	06		071				San Bernardino County	34.392344	-116.982433
050	00	06		073				San Diego County	32.904616	-117.062993
050	00	06		075				San Francisco County	37.759881	-122.437392
050	00	06		077				San Joaquin County	37.945959	-121.281307
050	00	06		079				San Luis Obispo County	35.373909	-120.587460
050	00	06		081				San Mateo County	37.531037	-122.331932
050	00	06		083				Santa Barbara County	34.649384	-120.071425
050	00	06		085				Santa Clara County	37.306509	-121.912818
050	00	06		087				Santa Cruz County	37.002349	-121.973761
050	00	06		089				Shasta County	40.688705	-122.121202
050	00	06		091				Sierra County	39.582063	-120.534038
050	00	06		093				Siskiyou County	41.614943	-122.502816
050	00	06		095				Solano County	38.235934	-122.051826
050	00	06		097				Sonoma County	38.440089	-122.768624
050	00	06		099				Stanislaus County	37.613805	-120.958800
050	00	06		101				Sutter County	39.076193	-121.658159
050	00	06		103				Tehama County	40.123054	-122.135340
050	00	06		105				Trinity County	40.667129	-123.070397
050	00	06		107				Tulare County	36.234647	-119.166093
050	00	06		109				Tuolumne County	37.981845	-120.232775
050	00	06		111				Ventura County	34.277048	-119.045326
050	00	06		113				Yolo County	38.634155	-121.775709
050	00	06		115				Yuba County	39.207758	-121.422281
050	00	08		001				Adams County	39.866716	-104.869954
050	00	08		003				Alamosa County	37.509886	-105.803012
050	00	08		005				Arapahoe County	39.641904	-104.841455
050	00	08		007				Archuleta County	37.215642	-107.112531
050	00	08		009				Baca County	37.348968	-102.534136
050	00	08		011				Bent County	38.070366	-103.062997
050	00	08		013				Boulder County	40.058094	-105.195154
050	00	08		015				Chaffee County	38.657693	-106.089152
050	00	08		017				Cheyenne County	38.816937	-102.523618
050	00	08		019				Clear Creek County	39.717408	-105.610273
050	00	08		021				Conejos County	37.185193	-106.067753
050	00	08		023				Costilla County	37.288723	-105.501779
050	00	08		025				Crowley County	38.225299	-103.794584
050	00	08		027				Custer County	38.128672	-105.416939
050	00	08		029				Delta County	38.814325	-107.911736
050	00	08		031				Denver County	39.726287	-104.965486
050	00	08		033				Dolores County	37.761037	-108.586457
050	00	08		035				Douglas County	39.461171	-104.888716
050	00	08		037				Eagle County	39.588020	-106.705776
050	00	08		039				Elbert County	39.293642	-104.292156
050	00	08		041				El Paso County	38.865444	-104.748828
050	00	08		043				Fremont County	38.427723	-105.300306
050	00	08		045				Garfield County	39.536156	-107.652813
050	00	08		047				Gilpin County	39.841995	-105.495503
050	00	08		049				Grand County	40.087637	-106.070981
050	00	08		051				Gunnison County	38.605701	-107.010914
050	00	08		053				Hinsdale County	37.823347	-107.268004
050	00	08		055				Huerfano County	37.607617	-104.962076
050	00	08		057				Jackson County	40.648682	-106.267136
050	00	08		059				Jefferson County	39.727160	-105.142196
050	00	08		061				Kiowa County	38.449309	-102.638287
050	00	08		063				Kit Carson County	39.325815	-102.547752
050	00	08		065				Lake County	39.214575	-106.310225
050	00	08		067				La Plata County	37.264973	-107.798209
050	00	08		069				Larimer County	40.534099	-105.213007
050	00	08		071				Las Animas County	37.239836	-104.384014
050	00	08		073				Lincoln County	39.104782	-103.573496
050	00	08		075				Logan County	40.663118	-103.129586
050	00	08		077				Mesa County	39.095228	-108.509096
050	00	08		079				Mineral County	37.700620	-106.920831
050	00	08		081				Moffat County	40.560035	-108.135333
050	00	08		083				Montezuma County	37.353687	-108.575842
050	00	08		085				Montrose County	38.413615	-108.151654
050	00	08		087				Morgan County	40.264440	-103.796035
050	00	08		089				Otero County	38.016159	-103.702578
050	00	08		091				Ouray County	38.146914	-107.770560
050	00	08		093				Park County	39.171091	-105.717199
050	00	08		095				Phillips County	40.597517	-102.407552
050	00	08		097				Pitkin County	39.238843	-106.895404
050	00	08		099				Prowers County	38.062234	-102.425270
050	00	08		101				Pueblo County	38.235853	-104.623605
050	00	08		103				Rio Blanco County	40.010667	-108.279602
050	00	08		105				Rio Grande County	37.637139	-106.326095
050	00	08		107				Routt County	40.461760	-106.947912
050	00	08		109				Saguache County	38.100481	-106.210400
050	00	08		111				San Juan County	37.809073	-107.674865
050	00	08		113				San Miguel County	38.022101	-108.372815
050	00	08		115				Sedgwick County	40.906615	-102.331149
050	00	08		117				Summit County	39.574638	-106.070643
050	00	08		119				Teller County	38.912363	-105.156719
050	00	08		121				Washington County	40.082191	-103.143089
050	00	08		123				Weld County	40.346681	-104.728213
050	00	08		125				Yuma County	40.039416	-102.482412
050	00	09		001				Fairfield County	41.212896	-73.354820
050	00	09		003				Hartford County	41.769967	-72.715449
050	00	09		005				Litchfield County	41.754255	-73.212688
050	00	09		007				Middlesex County	41.449378	-72.539622
050	00	09		009				New Haven County	41.390764	-72.940320
050	00	09		011				New London County	41.446109	-72.092949
050	00	09		013				Tolland County	41.853064	-72.358387
050	00	09		015				Windham County	41.834314	-71.988008
050	00	10		001				Kent County	39.092714	-75.560273
050	00	10		003				New Castle County	39.695612	-75.611707
050	00	10		005				Sussex County	38.651424	-75.342268
050	00	11		001				District of Columbia	38.913611	-77.013222
050	00	12		001				Alachua County	29.676436	-82.379953
050	00	12		003				Baker County	30.287517	-82.236268
050	00	12		005				Bay County	30.219170	-85.638788
050	00	12		007				Bradford County	29.928876	-82.142368
050	00	12		009				Brevard County	28.220079	-80.685189
050	00	12		011				Broward County	26.134788	-80.206098
050	00	12		013				Calhoun County	30.428611	-85.186786
050	00	12		015				Charlotte County	26.952873	-82.131242
050	00	12		017				Citrus County	28.894637	-82.469163
050	00	12		019				Clay County	30.000401	-81.823736
050	00	12		021				Collier County	26.155113	-81.671313
050	00	12		023				Columbia County	30.183900	-82.638781
050	00	12		027				DeSoto County	27.201006	-81.871967
050	00	12		029				Dixie County	29.607261	-83.119978
050	00	12		031				Duval County	30.320873	-81.638873
050	00	12		033				Escambia County	30.502045	-87.277355
050	00	12		035				Flagler County	29.518686	-81.247069
050	00	12		037				Franklin County	29.842944	-84.789354
050	00	12		039				Gadsden County	30.603309	-84.618328
050	00	12		041				Gilchrist County	29.709927	-82.832899
050	00	12		043				Glades County	26.891982	-81.168365
050	00	12		045				Gulf County	29.940016	-85.267756
050	00	12		047				Hamilton County	30.491893	-82.948765
050	00	12		049				Hardee County	27.538231	-81.809106
050	00	12		051				Hendry County	26.696403	-81.191622
050	00	12		053				Hernando County	28.521291	-82.481399
050	00	12		055				Highlands County	27.439711	-81.428524
050	00	12		057				Hillsborough County	27.966349	-82.412079
050	00	12		059				Holmes County	30.853637	-85.785748
050	00	12		061				Indian River County	27.695124	-80.454056
050	00	12		063				Jackson County	30.769903	-85.241124
050	00	12		065				Jefferson County	30.510187	-83.884229
050	00	12		067				Lafayette County	30.001430	-83.183264
050	00	12		069				Lake County	28.795924	-81.747696
050	00	12		071				Lee County	26.602541	-81.846262
050	00	12		073				Leon County	30.462933	-84.260888
050	00	12		075				Levy County	29.330144	-82.707810
050	00	12		077				Liberty County	30.285745	-84.883242
050	00	12		079				Madison County	30.443902	-83.425800
050	00	12		081				Manatee County	27.487817	-82.549069
050	00	12		083				Marion County	29.142855	-82.114602
050	00	12		085				Martin County	27.132403	-80.255862
050	00	12		086				Miami-Dade County	25.756427	-80.302264
050	00	12		087				Monroe County	24.777558	-81.228495
050	00	12		089				Nassau County	30.623401	-81.704762
050	00	12		091				Okaloosa County	30.642029	-86.562467
050	00	12		093				Okeechobee County	27.325250	-80.870875
050	00	12		095				Orange County	28.547129	-81.404159
050	00	12		097				Osceola County	28.231941	-81.319710
050	00	12		099				Palm Beach County	26.637745	-80.176395
050	00	12		101				Pasco County	28.276153	-82.496887
050	00	12		103				Pinellas County	27.889647	-82.727766
050	00	12		105				Polk County	27.992436	-81.758303
050	00	12		107				Putnam County	29.597982	-81.758508
050	00	12		109				St. Johns County	29.881862	-81.358139
050	00	12		111				St. Lucie County	27.348246	-80.360875
050	00	12		113				Santa Rosa County	30.614138	-87.021807
050	00	12		115				Sarasota County	27.164930	-82.398881
050	00	12		117				Seminole County	28.709909	-81.310831
050	00	12		119				Sumter County	28.770086	-82.075542
050	00	12		121				Suwannee County	30.191684	-82.985391
050	00	12		123				Taylor County	30.053738	-83.585228
050	00	12		125				Union County	30.028050	-82.367222
050	00	12		127				Volusia County	29.049037	-81.138947
050	00	12		129				Wakulla County	30.144620	-84.366174
050	00	12		131				Walton County	30.637995	-86.155962
050	00	12		133				Washington County	30.630591	-85.638396
050	00	13		001				Appling County	31.745647	-82.319207
050	00	13		003				Atkinson County	31.301054	-82.867921
050	00	13		005				Bacon County	31.553477	-82.458418
050	00	13		007				Baker County	31.335757	-84.405081
050	00	13		009				Baldwin County	33.082610	-83.238994
050	00	13		011				Banks County	34.349978	-83.513176
050	00	13		013				Barrow County	33.994618	-83.721626
050	00	13		015				Bartow County	34.212295	-84.825869
050	00	13		017				Ben Hill County	31.731859	-83.251409
050	00	13		019				Berrien County	31.233031	-83.226392
050	00	13		021				Bibb County	32.829689	-83.665205
050	00	13		023				Bleckley County	32.403725	-83.335104
050	00	13		025				Brantley County	31.200683	-81.997335
050	00	13		027				Brooks County	30.850636	-83.576739
050	00	13		029				Bryan County	32.050651	-81.440858
050	00	13		031				Bulloch County	32.415900	-81.781930
050	00	13		033				Burke County	33.054157	-82.006464
050	00	13		035				Butts County	33.296354	-83.959538
050	00	13		037				Calhoun County	31.518459	-84.653985
050	00	13		039				Camden County	30.868376	-81.654945
050	00	13		043				Candler County	32.407215	-82.057541
050	00	13		045				Carroll County	33.604420	-85.074706
050	00	13		047				Catoosa County	34.925169	-85.173765
050	00	13		049				Charlton County	30.782826	-82.050932
050	00	13		051				Chatham County	32.047559	-81.107165
050	00	13		053				Chattahoochee County	32.301665	-84.776205
050	00	13		055				Chattooga County	34.481702	-85.354332
050	00	13		057				Cherokee County	34.209120	-84.484272
050	00	13		059				Clarke County	33.954747	-83.380111
050	00	13		061				Clay County	31.621252	-84.992877
050	00	13		063				Clayton County	33.566178	-84.365597
050	00	13		065				Clinch County	30.945683	-82.716673
050	00	13		067				Cobb County	33.935535	-84.559283
050	00	13		069				Coffee County	31.537784	-82.839769
050	00	13		071				Colquitt County	31.185419	-83.779654
050	00	13		073				Columbia County	33.512018	-82.174583
050	00	13		075				Cook County	31.154793	-83.429366
050	00	13		077				Coweta County	33.355881	-84.752167
050	00	13		079				Crawford County	32.709958	-83.977831
050	00	13		081				Crisp County	31.935851	-83.767514
050	00	13		083				Dade County	34.863615	-85.501646
050	00	13		085				Dawson County	34.422163	-84.126625
050	00	13		087				Decatur County	30.884222	-84.570363
050	00	13		089				DeKalb County	33.790944	-84.257680
050	00	13		091				Dodge County	32.180813	-83.166914
050	00	13		093				Dooly County	32.160150	-83.793948
050	00	13		095				Dougherty County	31.572874	-84.163206
050	00	13		097				Douglas County	33.736475	-84.731971
050	00	13		099				Early County	31.311249	-84.936136
050	00	13		101				Echols County	30.706915	-82.937455
050	00	13		103				Effingham County	32.340699	-81.329476
050	00	13		105				Elbert County	34.129674	-82.874725
050	00	13		107				Emanuel County	32.591877	-82.295417
050	00	13		109				Evans County	32.161606	-81.907769
050	00	13		111				Fannin County	34.886639	-84.304223
050	00	13		113				Fayette County	33.428956	-84.505305
050	00	13		115				Floyd County	34.254872	-85.198384
050	00	13		117				Forsyth County	34.210436	-84.121129
050	00	13		119				Franklin County	34.378007	-83.176830
050	00	13		121				Fulton County	33.779605	-84.419327
050	00	13		123				Gilmer County	34.680909	-84.462723
050	00	13		125				Glascock County	33.230816	-82.599894
050	00	13		127				Glynn County	31.187633	-81.496294
050	00	13		129				Gordon County	34.498813	-84.903478
050	00	13		131				Grady County	30.878254	-84.230092
050	00	13		133				Greene County	33.562299	-83.157643
050	00	13		135				Gwinnett County	33.967056	-84.058446
050	00	13		137				Habersham County	34.570250	-83.535083
050	00	13		139				Hall County	34.296799	-83.842959
050	00	13		141				Hancock County	33.260235	-83.006476
050	00	13		143				Haralson County	33.761217	-85.196688
050	00	13		145				Harris County	32.736893	-84.896839
050	00	13		147				Hart County	34.360857	-82.968511
050	00	13		149				Heard County	33.308636	-85.118515
050	00	13		151				Henry County	33.470734	-84.183775
050	00	13		153				Houston County	32.558055	-83.663234
050	00	13		155				Irwin County	31.608582	-83.284078
050	00	13		157				Jackson County	34.146502	-83.555602
050	00	13		159				Jasper County	33.341969	-83.697866
050	00	13		161				Jeff Davis County	31.830567	-82.619624
050	00	13		163				Jefferson County	33.054128	-82.415148
050	00	13		165				Jenkins County	32.795782	-81.968659
050	00	13		167				Johnson County	32.690626	-82.653800
050	00	13		169				Jones County	32.987856	-83.539745
050	00	13		171				Lamar County	33.077540	-84.157856
050	00	13		173				Lanier County	31.032253	-83.064864
050	00	13		175				Laurens County	32.498107	-82.925022
050	00	13		177				Lee County	31.745706	-84.178609
050	00	13		179				Liberty County	31.809525	-81.538796
050	00	13		181				Lincoln County	33.798883	-82.456007
050	00	13		183				Long County	31.764099	-81.763179
050	00	13		185				Lowndes County	30.848527	-83.277179
050	00	13		187				Lumpkin County	34.541761	-83.992360
050	00	13		189				McDuffie County	33.466930	-82.477337
050	00	13		191				McIntosh County	31.472512	-81.408986
050	00	13		193				Macon County	32.350146	-84.047114
050	00	13		195				Madison County	34.109553	-83.216992
050	00	13		197				Marion County	32.369162	-84.537079
050	00	13		199				Meriwether County	33.002625	-84.652379
050	00	13		201				Miller County	31.166180	-84.733801
050	00	13		205				Mitchell County	31.207160	-84.171566
050	00	13		207				Monroe County	33.032414	-83.919346
050	00	13		209				Montgomery County	32.181044	-82.524801
050	00	13		211				Morgan County	33.592970	-83.492962
050	00	13		213				Murray County	34.776038	-84.772091
050	00	13		215				Muscogee County	32.490061	-84.942179
050	00	13		217				Newton County	33.569094	-83.859105
050	00	13		219				Oconee County	33.873241	-83.446948
050	00	13		221				Oglethorpe County	33.877055	-83.111487
050	00	13		223				Paulding County	33.902776	-84.831116
050	00	13		225				Peach County	32.573982	-83.835036
050	00	13		227				Pickens County	34.461344	-84.437526
050	00	13		229				Pierce County	31.344717	-82.219039
050	00	13		231				Pike County	33.089773	-84.377396
050	00	13		233				Polk County	34.007831	-85.178124
050	00	13		235				Pulaski County	32.246506	-83.467422
050	00	13		237				Putnam County	33.318579	-83.354329
050	00	13		239				Quitman County	31.857712	-85.047248
050	00	13		241				Rabun County	34.877522	-83.437178
050	00	13		243				Randolph County	31.764054	-84.745351
050	00	13		245				Richmond County	33.429488	-82.028396
050	00	13		247				Rockdale County	33.654110	-84.021691
050	00	13		249				Schley County	32.246795	-84.320084
050	00	13		251				Screven County	32.745608	-81.632067
050	00	13		253				Seminole County	30.956754	-84.868391
050	00	13		255				Spalding County	33.255567	-84.275067
050	00	13		257				Stephens County	34.556658	-83.288673
050	00	13		259				Stewart County	32.086132	-84.815050
050	00	13		261				Sumter County	32.051968	-84.202962
050	00	13		263				Talbot County	32.691576	-84.544527
050	00	13		265				Taliaferro County	33.568320	-82.894881
050	00	13		267				Tattnall County	32.049911	-82.035100
050	00	13		269				Taylor County	32.549925	-84.227022
050	00	13		271				Telfair County	32.005072	-82.908006
050	00	13		273				Terrell County	31.786049	-84.437251
050	00	13		275				Thomas County	30.872279	-83.949960
050	00	13		277				Tift County	31.458076	-83.519231
050	00	13		279				Toombs County	32.176536	-82.361368
050	00	13		281				Towns County	34.931235	-83.758821
050	00	13		283				Treutlen County	32.395152	-82.577844
050	00	13		285				Troup County	33.027833	-85.034090
050	00	13		287				Turner County	31.707392	-83.621824
050	00	13		289				Twiggs County	32.658820	-83.395136
050	00	13		291				Union County	34.856402	-84.009393
050	00	13		293				Upson County	32.897982	-84.316150
050	00	13		295				Walker County	34.818692	-85.291825
050	00	13		297				Walton County	33.784274	-83.741320
050	00	13		299				Ware County	31.205650	-82.412807
050	00	13		301				Warren County	33.416748	-82.663637
050	00	13		303				Washington County	32.949364	-82.782607
050	00	13		305				Wayne County	31.601826	-81.928050
050	00	13		307				Webster County	32.047431	-84.558131
050	00	13		309				Wheeler County	32.127572	-82.742799
050	00	13		311				White County	34.615230	-83.742570
050	00	13		313				Whitfield County	34.797393	-84.972833
050	00	13		315				Wilcox County	31.962807	-83.450409
050	00	13		317				Wilkes County	33.767503	-82.737630
050	00	13		319				Wilkinson County	32.835890	-83.226599
050	00	13		321				Worth County	31.556977	-83.840672
050	00	15		001				Hawaii County	19.683885	-155.393159
050	00	15		003				Honolulu County	21.426126	-158.035861
050	00	15		005				Kalawao County	21.188462	-156.970983
050	00	15		007				Kauai County	21.999721	-159.477601
